,accommodation_type,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay,come_from,year,month
385,Campings,696694,3026241,4.3,19665,74681,3.8,All,2011,Jun
386,Campings,1421490,7156946,5,79498,287296,3.6,All,2011,Jul
387,Campings,1723808,9702106,5.6,110500,413736,3.7,All,2011,Aug
388,Campings,566683,2701367,4.8,15368,55416,3.6,All,2011,Sep
389,Campings,247246,1212767,4.9,1215,2097,1.7,All,2011,Oct
390,Campings,113638,745304,6.6,392,598,1.5,All,2011,Nov
391,Campings,106091,797318,7.5,119,235,2,All,2011,Dec
392,Campings,89644,825316,9.2,207,387,1.9,All,2012,Jan
393,Campings,102064,856494,8.4,386,667,1.7,All,2012,Feb
394,Campings,193058,1011813,5.2,886,1392,1.6,All,2012,Mar
395,Campings,439009,1806114,4.1,4108,12919,3.2,All,2012,Apr
396,Campings,415902,1814610,4.4,3295,10195,3.1,All,2012,May
397,Campings,705262,2978592,4.2,17871,65950,3.7,All,2012,Jun
398,Campings,1318630,7127421,5.4,68559,260889,3.8,All,2012,Jul
399,Campings,1655465,9508455,5.7,99587,374988,3.8,All,2012,Aug
400,Campings,555144,2703364,4.9,16361,57540,3.5,All,2012,Sep
401,Campings,223562,1163702,5.2,1019,1869,1.8,All,2012,Oct
402,Campings,114562,758380,6.6,362,638,1.8,All,2012,Nov
403,Campings,101500,784353,7.7,275,557,2,All,2012,Dec
404,Campings,85028,814103,9.6,94,169,1.8,All,2013,Jan
405,Campings,103405,848236,8.2,195,342,1.8,All,2013,Feb
406,Campings,325194,1519930,4.7,998,2900,2.9,All,2013,Mar
407,Campings,325761,1346309,4.1,1396,4303,3.1,All,2013,Apr
408,Campings,459009,1949965,4.3,4281,10572,2.5,All,2013,May
409,Campings,727879,3054006,4.2,18914,65024,3.4,All,2013,Jun
410,Campings,1297028,6944792,5.4,65622,251534,3.8,All,2013,Jul
411,Campings,1684224,9283676,5.5,108001,391129,3.6,All,2013,Aug
412,Campings,544101,2642922,4.9,16971,56565,3.3,All,2013,Sep
413,Campings,252842,1239600,4.9,953,1746,1.8,All,2013,Oct
414,Campings,138543,863336,6.2,596,1019,1.7,All,2013,Nov
415,Campings,114503,869469,7.6,324,667,2.1,All,2013,Dec
416,Campings,95617,896733,9.4,150,215,1.4,All,2014,Jan
417,Campings,118020,930958,7.9,191,262,1.4,All,2014,Feb
418,Campings,197143,1071503,5.4,505,945,1.9,All,2014,Mar
419,Campings,506324,2017976,4,4067,10207,2.5,All,2014,Apr
420,Campings,502257,2035294,4.1,5653,13123,2.3,All,2014,May
421,Campings,736412,3119138,4.2,19383,68400,3.5,All,2014,Jun
422,Campings,1280236,6670914,5.2,67618,265287,3.9,All,2014,Jul
423,Campings,1751010,9456800,5.4,106444,389806,3.7,All,2014,Aug
424,Campings,596184,2966772,5,15372,59795,3.9,All,2014,Sep
425,Campings,280913,1409828,5,1099,1922,1.8,All,2014,Oct
426,Campings,134657,824127,6.1,578,929,1.6,All,2014,Nov
427,Campings,133657,909416,6.8,290,670,2.3,All,2014,Dec
428,Campings,108857,935746,8.6,155,305,2,All,2015,Jan
429,Campings,122045,970333,8,175,325,1.9,All,2015,Feb
430,Campings,229662,1184714,5.2,1133,2193,1.9,All,2015,Mar
431,Campings,520566,2154494,4.1,3923,12389,3.2,All,2015,Apr
432,Campings,572831,2358476,4.1,6227,17080,2.7,All,2015,May
433,Campings,771210,3182138,4.1,30344,94748,3.1,All,2015,Jun
434,Campings,1393435,7195222,5.2,77713,281292,3.6,All,2015,Jul
435,Campings,1761039,9708860,5.5,93540,360648,3.9,All,2015,Aug
436,Campings,624927,3158886,5.1,16637,62629,3.8,All,2015,Sep
437,Campings,330429,1611881,4.9,833,1660,2,All,2015,Oct
438,Campings,144231,932142,6.5,453,765,1.7,All,2015,Nov
439,Campings,142860,998847,7,234,486,2.1,All,2015,Dec
440,Campings,131205,1021248,7.8,144,274,1.9,All,2016,Jan
441,Campings,148540,1070824,7.2,263,457,1.7,All,2016,Feb
442,Campings,440747,2001701,4.5,2080,5756,2.8,All,2016,Mar
443,Campings,409948,1777512,4.3,2755,8579,3.1,All,2016,Apr
444,Campings,544134,2346489,4.3,4587,12359,2.7,All,2016,May
445,Campings,842461,3457378,4.1,28293,96150,3.4,All,2016,Jun
446,Campings,1570332,7525715,4.8,90415,336620,3.7,All,2016,Jul
447,Campings,1928035,10425181,5.4,117695,433567,3.7,All,2016,Aug
448,Campings,732888,3345245,4.6,24427,66173,2.7,All,2016,Sep
449,Campings,350383,1707881,4.9,1201,2570,2.1,All,2016,Oct
450,Campings,146465,943648,6.4,492,898,1.8,All,2016,Nov
451,Campings,150829,1045719,6.9,157,238,1.5,All,2016,Dec
452,Campings,126522,1069081,8.5,115,251,2.2,All,2017,Jan
453,Campings,152206,1098996,7.2,149,259,1.7,All,2017,Feb
454,Campings,251201,1301501,5.2,669,1124,1.7,All,2017,Mar
455,Campings,729910,2830916,3.9,6887,16726,2.4,All,2017,Apr
456,Campings,573458,2410895,4.2,6243,13892,2.2,All,2017,May
457,Campings,978369,3857572,3.9,29305,87585,3,All,2017,Jun
458,Campings,1608655,7947659,4.9,81497,313381,3.9,All,2017,Jul
459,Campings,1932149,10549812,5.5,115120,421053,3.7,All,2017,Aug
460,Campings,811165,3640673,4.5,22002,70820,3.2,All,2017,Sep
461,Campings,384601,1859162,4.8,2059,4114,2,All,2017,Oct
462,Campings,158334,1016641,6.4,438,891,2,All,2017,Nov
463,Campings,162619,1128895,6.9,214,465,2.2,All,2017,Dec
464,Campings,123538,1087933,8.8,111,186,1.7,All,2018,Jan
465,Campings,150770,1113666,7.4,225,474,2.1,All,2018,Feb
466,Campings,417647,1894500,4.5,1244,2993,2.4,All,2018,Mar
467,Campings,506722,2189274,4.3,2643,5990,2.3,All,2018,Apr
468,Campings,595744,2641848,4.4,6016,15637,2.6,All,2018,May
469,Campings,959068,3866059,4,25065,84550,3.4,All,2018,Jun
470,Campings,1548892,7797459,5,75673,302665,4,All,2018,Jul
471,Campings,1965971,10538184,5.4,117518,434259,3.7,All,2018,Aug
472,Campings,833615,3768210,4.5,30264,91806,3,All,2018,Sep
473,Campings,409548,1958045,4.8,1626,4001,2.5,All,2018,Oct
474,Campings,183527,1124485,6.1,293,582,2,All,2018,Nov
475,Campings,172317,1179053,6.8,208,424,2,All,2018,Dec
476,Campings,125019,1097811,8.8,108,226,2.1,All,2019,Jan
477,Campings,168693,1167242,6.9,212,322,1.5,All,2019,Feb
478,Campings,308674,1482760,4.8,666,1227,1.8,All,2019,Mar
479,Campings,642851,2678460,4.2,5029,12240,2.4,All,2019,Apr
480,Campings,671835,2668449,4,8367,16826,2,All,2019,May
481,Campings,1116439,4456247,4,31913,99033,3.1,All,2019,Jun
482,Campings,1553253,7961345,5.1,75487,311878,4.1,All,2019,Jul
483,Campings,2079339,10915513,5.3,113298,426105,3.8,All,2019,Aug
484,Campings,815409,3903995,4.8,30516,106795,3.5,All,2019,Sep
485,Campings,429661,1961457,4.6,1911,3336,1.8,All,2019,Oct
486,Campings,206152,1187609,5.8,559,1032,1.9,All,2019,Nov
487,Campings,186917,1239648,6.6,357,682,1.9,All,2019,Dec
488,Campings,145392,1189124,8.2,207,368,1.8,All,2020,Jan
489,Campings,216787,1351686,6.2,236,393,1.7,All,2020,Feb
490,Campings,83330,735620,8.8,15,23,1.5,All,2020,Mar
491,Campings,0,0,0,0,0,0,All,2020,Apr
492,Campings,18928,113305,6,..,..,..,All,2020,May
493,Campings,363880,1276431,3.5,16338,51272,3.1,All,2020,Jun
494,Campings,1165205,5009658,4.3,67133,263312,3.9,All,2020,Jul
495,Campings,1484702,7150388,4.8,76918,307340,4,All,2020,Aug
496,Campings,603385,2444351,4.1,19555,82303,4.2,All,2020,Sep
497,Campings,277333,1132501,4.1,973,1851,1.9,All,2020,Oct
498,Campings,49739,539761,10.9,246,486,2,All,2020,Nov
499,Campings,80706,621807,7.7,..,..,..,All,2020,Dec
500,Campings,45048,546250,12.1,30,66,2.2,All,2021,Jan
501,Campings,51940,506810,9.8,85,192,2.3,All,2021,Feb
502,Campings,198288,896910,4.5,1490,2763,1.9,All,2021,Mar
503,Campings,321779,1367430,4.3,2940,6088,2.1,All,2021,Apr
504,Campings,516252,1757585,3.4,5581,10496,1.9,All,2021,May
505,Campings,944102,3510153,3.7,31450,97712,3.1,All,2021,Jun
506,Campings,1624160,7129022,4.4,85264,335930,3.9,All,2021,Jul
507,Campings,2049427,10246063,5,125731,450846,3.6,All,2021,Aug
508,Campings,896162,3965041,4.4,27988,107439,3.8,All,2021,Sep
509,Campings,565908,2342474,4.1,3707,6868,1.9,All,2021,Oct
510,Campings,204424,1161157,5.7,1860,2968,1.6,All,2021,Nov
511,Campings,204280,1268135,6.2,1101,1775,1.6,All,2021,Dec
512,Campings,176796,1255413,7.1,799,1190,1.5,All,2022,Jan
513,Campings,225233,1337546,5.9,1009,1770,1.8,All,2022,Feb
514,Campings,266467,1393563,5.2,1031,1908,1.9,All,2022,Mar
515,Campings,815660,3151059,3.9,8940,20536,2.3,All,2022,Apr
516,Campings,795595,3086015,3.9,9687,32530,3.4,All,2022,May
517,Campings,1271427,4999095,3.9,38472,112173,2.9,All,2022,Jun
518,Campings,1856780,9048822,4.9,91336,359632,3.9,All,2022,Jul
519,Campings,2113639,11254378,5.3,126338,469527,3.7,All,2022,Aug
520,Apartments,512646,4985964,9.7,1777,5731,3.2,All,2001,Jan
521,Apartments,561661,5076833,9,1566,5722,3.7,All,2001,Feb
522,Apartments,616600,5467442,8.9,1717,6241,3.6,All,2001,Mar
523,Apartments,753562,6028243,8,2304,8318,3.6,All,2001,Apr
524,Apartments,695100,6402292,9.2,1783,6175,3.5,All,2001,May
525,Apartments,877862,8169270,9.3,1555,7384,4.8,All,2001,Jun
526,Apartments,1067060,11264542,10.6,3478,27503,7.9,All,2001,Jul
527,Apartments,1105213,12277949,11.1,4433,34133,7.7,All,2001,Aug
528,Apartments,944611,9274376,9.8,2722,11490,4.2,All,2001,Sep
529,Apartments,739419,6948075,9.4,854,3962,4.6,All,2001,Oct
530,Apartments,564098,4994462,8.9,530,3198,6,All,2001,Nov
531,Apartments,541176,4756806,8.8,1079,4357,4,All,2001,Dec
532,Apartments,537939,4832539,9,1381,4224,3.1,All,2002,Jan
533,Apartments,580919,4750015,8.2,1258,4751,3.8,All,2002,Feb
534,Apartments,707571,5713086,8.1,2412,7243,3,All,2002,Mar
535,Apartments,581374,4839691,8.3,1854,5524,3,All,2002,Apr
536,Apartments,668504,5891380,8.8,1823,6410,3.5,All,2002,May
537,Apartments,834137,7429872,8.9,1936,7524,3.9,All,2002,Jun
538,Apartments,1030684,10784647,10.5,3359,24881,7.4,All,2002,Jul
539,Apartments,1221589,12520497,10.3,6181,41055,6.6,All,2002,Aug
540,Apartments,867920,8371927,9.7,2124,9868,4.7,All,2002,Sep
541,Apartments,735433,6538284,8.9,925,4350,4.7,All,2002,Oct
542,Apartments,547244,4657407,8.5,700,2898,4.1,All,2002,Nov
543,Apartments,559192,4624523,8.3,1392,4816,3.5,All,2002,Dec
544,Apartments,516703,4730526,9.2,1805,5317,3,All,2003,Jan
545,Apartments,533227,4458348,8.4,1505,4593,3.1,All,2003,Feb
546,Apartments,602489,5157754,8.6,1150,4942,4.3,All,2003,Mar
547,Apartments,704263,5443992,7.7,2454,7422,3,All,2003,Apr
548,Apartments,710967,5640115,7.9,1439,4535,3.2,All,2003,May
549,Apartments,838540,7253337,8.7,2078,6810,3.3,All,2003,Jun
550,Apartments,1047681,10419416,10,3264,21241,6.5,All,2003,Jul
551,Apartments,1252510,12438034,9.9,5347,35846,6.7,All,2003,Aug
552,Apartments,878991,8021230,9.1,1847,10129,5.5,All,2003,Sep
553,Apartments,728225,6242960,8.6,733,3105,4.2,All,2003,Oct
554,Apartments,524994,4446715,8.5,724,3104,4.3,All,2003,Nov
555,Apartments,527525,4536205,8.6,1499,5693,3.8,All,2003,Dec
556,Apartments,522246,4719845,9,844,3703,4.4,All,2004,Jan
557,Apartments,537572,4499264,8.4,1001,4630,4.6,All,2004,Feb
558,Apartments,582015,4996804,8.6,842,4701,5.6,All,2004,Mar
559,Apartments,667860,5010887,7.5,1726,7736,4.5,All,2004,Apr
560,Apartments,658319,5064832,7.7,1420,5290,3.7,All,2004,May
561,Apartments,766810,6554120,8.6,2655,9923,3.7,All,2004,Jun
562,Apartments,1029182,9559977,9.3,4195,28239,6.7,All,2004,Jul
563,Apartments,1211556,11960989,9.9,4720,41480,8.8,All,2004,Aug
564,Apartments,826519,7433111,9,2208,11159,5.1,All,2004,Sep
565,Apartments,715939,5779184,8.1,2112,7503,3.6,All,2004,Oct
566,Apartments,466200,4124072,8.9,827,3661,4.4,All,2004,Nov
567,Apartments,509964,4168694,8.2,1904,7670,4,All,2004,Dec
568,Apartments,477587,4417219,9.3,1194,5281,4.4,All,2005,Jan
569,Apartments,515624,4288862,8.3,1416,5682,4,All,2005,Feb
570,Apartments,594548,5030947,8.5,2080,8093,3.9,All,2005,Mar
571,Apartments,516769,3803160,7.4,1220,6212,5.1,All,2005,Apr
572,Apartments,617941,4700816,7.6,1868,8137,4.4,All,2005,May
573,Apartments,767852,6021625,7.8,2734,10676,3.9,All,2005,Jun
574,Apartments,1089689,9314864,8.6,6126,40067,6.5,All,2005,Jul
575,Apartments,1225554,11646926,9.5,6679,52722,7.9,All,2005,Aug
576,Apartments,872160,7236903,8.3,2818,15520,5.5,All,2005,Sep
577,Apartments,695186,5535795,8,1611,7966,4.9,All,2005,Oct
578,Apartments,504261,4181689,8.3,1342,6300,4.7,All,2005,Nov
579,Apartments,513815,4087717,8,1828,8124,4.4,All,2005,Dec
580,Apartments,481215,4291985,8.9,1966,6872,3.5,All,2006,Jan
581,Apartments,519019,4166572,8,1738,7570,4.4,All,2006,Feb
582,Apartments,557221,4698429,8.4,1322,6025,4.6,All,2006,Mar
583,Apartments,737834,4900876,6.8,2884,9206,3.2,All,2006,Apr
584,Apartments,654554,4744979,7.3,1904,7184,3.8,All,2006,May
585,Apartments,845251,6495523,7.7,2958,11348,3.8,All,2006,Jun
586,Apartments,1131247,9978204,8.8,7831,39445,5,All,2006,Jul
587,Apartments,1273171,11699909,9.2,8006,49599,6.2,All,2006,Aug
588,Apartments,962501,7454105,7.7,3408,14668,4.3,All,2006,Sep
589,Apartments,732837,5604036,7.7,2741,9656,3.5,All,2006,Oct
590,Apartments,511200,4197777,8.2,1160,5762,5,All,2006,Nov
591,Apartments,558709,4367866,7.8,2064,7437,3.6,All,2006,Dec
592,Apartments,472689,4408970,9.3,1943,5348,2.8,All,2007,Jan
593,Apartments,506393,4266664,8.4,1648,6846,4.2,All,2007,Feb
594,Apartments,579702,4813094,8.3,1802,7313,4.1,All,2007,Mar
595,Apartments,655456,4602651,7,3412,11028,3.2,All,2007,Apr
596,Apartments,638411,4717619,7.4,2401,8223,3.4,All,2007,May
597,Apartments,864322,6455879,7.5,3422,12470,3.6,All,2007,Jun
598,Apartments,1072912,9505891,8.9,6981,41657,6,All,2007,Jul
599,Apartments,1217483,11306571,9.3,8468,60255,7.1,All,2007,Aug
600,Apartments,877820,6997696,8,4008,19118,4.8,All,2007,Sep
601,Apartments,703239,5439116,7.7,2295,8242,3.6,All,2007,Oct
602,Apartments,501206,4010538,8,1422,5818,4.1,All,2007,Nov
603,Apartments,521907,4142783,7.9,2223,7859,3.5,All,2007,Dec
604,Apartments,465635,4327258,9.3,2450,7523,3.1,All,2008,Jan
605,Apartments,520662,4417886,8.5,2400,8199,3.4,All,2008,Feb
606,Apartments,621500,4952491,8,3554,12459,3.5,All,2008,Mar
607,Apartments,524942,3887641,7.4,2246,7764,3.5,All,2008,Apr
608,Apartments,695312,4879554,7,3038,11363,3.7,All,2008,May
609,Apartments,814780,6271876,7.7,3422,15184,4.4,All,2008,Jun
610,Apartments,1057161,9407371,8.9,6853,41166,6,All,2008,Jul
611,Apartments,1224652,11064294,9,9127,59193,6.5,All,2008,Aug
612,Apartments,812471,6663493,8.2,4076,16352,4,All,2008,Sep
613,Apartments,613089,4886643,8,2237,8055,3.6,All,2008,Oct
614,Apartments,456027,3776285,8.3,1550,6232,4,All,2008,Nov
615,Apartments,465928,3814239,8.2,2484,8185,3.3,All,2008,Dec
616,Apartments,402382,3776014,9.4,1779,6605,3.7,All,2009,Jan
617,Apartments,438746,3618821,8.3,1922,7540,3.9,All,2009,Feb
618,Apartments,457865,3871266,8.5,2032,7762,3.8,All,2009,Mar
619,Apartments,567102,3914367,6.9,3896,13002,3.3,All,2009,Apr
620,Apartments,610529,3914055,6.4,3070,10391,3.4,All,2009,May
621,Apartments,739952,5125010,6.9,3970,15612,3.9,All,2009,Jun
622,Apartments,1003039,8209545,8.2,7085,41057,5.8,All,2009,Jul
623,Apartments,1186766,9970557,8.4,9631,63250,6.6,All,2009,Aug
624,Apartments,759923,5706906,7.5,4804,19342,4,All,2009,Sep
625,Apartments,577525,4083574,7.1,3672,10918,3,All,2009,Oct
626,Apartments,419872,3397640,8.1,1192,5415,4.5,All,2009,Nov
627,Apartments,476627,3542175,7.4,2800,8620,3.1,All,2009,Dec
628,Apartments,391061,3302242,8.4,1431,5771,4,All,2010,Jan
629,Apartments,442722,3452486,7.8,1946,6494,3.3,All,2010,Feb
630,Apartments,517219,3911769,7.6,2295,7476,3.3,All,2010,Mar
631,Apartments,577208,3456666,6,3244,10970,3.4,All,2010,Apr
632,Apartments,663015,4017444,6.1,3606,9399,2.6,All,2010,May
633,Apartments,823217,5356871,6.5,4436,15312,3.5,All,2010,Jun
634,Apartments,1130397,8519893,7.5,7761,45575,5.9,All,2010,Jul
635,Apartments,1255559,10311195,8.2,10022,64503,6.4,All,2010,Aug
636,Apartments,810297,5947369,7.3,5944,23266,3.9,All,2010,Sep
637,Apartments,642648,4325333,6.7,3582,10415,2.9,All,2010,Oct
638,Apartments,424129,3333720,7.9,1582,5662,3.6,All,2010,Nov
639,Apartments,471846,3356308,7.1,2465,8970,3.6,All,2010,Dec
640,Apartments,415048,3529696,8.5,1672,6250,3.7,All,2011,Jan
641,Apartments,460772,3567911,7.7,1650,6426,3.9,All,2011,Feb
642,Apartments,521880,4022660,7.7,1877,7783,4.2,All,2011,Mar
643,Apartments,676484,4163431,6.2,4196,13046,3.1,All,2011,Apr
644,Apartments,666654,4112626,6.2,3302,10743,3.3,All,2011,May
645,Apartments,917853,5866590,6.4,5372,18074,3.4,All,2011,Jun
646,Apartments,1249090,9126037,7.3,9294,51742,5.6,All,2011,Jul
647,Apartments,1388000,10914757,7.9,11465,64406,5.6,All,2011,Aug
648,Apartments,940013,6573135,7,5644,20789,3.7,All,2011,Sep
649,Apartments,670907,4634139,6.9,3221,9286,2.9,All,2011,Oct
650,Apartments,453958,3635782,8,1698,6142,3.6,All,2011,Nov
651,Apartments,490444,3602349,7.4,1970,7457,3.8,All,2011,Dec
652,Apartments,427791,3692329,8.6,1438,5010,3.5,All,2012,Jan
653,Apartments,458225,3676875,8,1640,5286,3.2,All,2012,Feb
654,Apartments,546280,3997765,7.3,3225,9082,2.8,All,2012,Mar
655,Apartments,614044,3773135,6.1,5083,18326,3.6,All,2012,Apr
656,Apartments,657609,3933046,6,3949,12385,3.1,All,2012,May
657,Apartments,953093,5803031,6.1,5517,18422,3.3,All,2012,Jun
658,Apartments,1239249,9076613,7.3,9503,46905,4.9,All,2012,Jul
659,Apartments,1390813,10683874,7.7,13398,72739,5.4,All,2012,Aug
660,Apartments,959237,6641927,6.9,7826,28493,3.6,All,2012,Sep
661,Apartments,656024,4610518,7,3626,10444,2.9,All,2012,Oct
662,Apartments,463145,3617857,7.8,2764,8679,3.1,All,2012,Nov
663,Apartments,497017,3638471,7.3,2809,8865,3.2,All,2012,Dec
664,Apartments,412908,3602296,8.7,1971,5549,2.8,All,2013,Jan
665,Apartments,463443,3579831,7.7,2735,6820,2.5,All,2013,Feb
666,Apartments,650775,4341218,6.7,3398,10149,3,All,2013,Mar
667,Apartments,544903,3522662,6.5,3594,9372,2.6,All,2013,Apr
668,Apartments,770128,4624688,6,4660,11987,2.6,All,2013,May
669,Apartments,982913,6060477,6.2,6409,19081,3,All,2013,Jun
670,Apartments,1290883,9208894,7.1,9824,47465,4.8,All,2013,Jul
671,Apartments,1479363,10869287,7.4,13911,74406,5.4,All,2013,Aug
672,Apartments,967166,6714951,6.9,6960,26299,3.8,All,2013,Sep
673,Apartments,704223,4832670,6.9,3953,11627,2.9,All,2013,Oct
674,Apartments,499716,3746802,7.5,2768,8298,3,All,2013,Nov
675,Apartments,518721,3763677,7.3,3256,11271,3.5,All,2013,Dec
676,Apartments,436881,3817504,8.7,2107,6649,3.2,All,2014,Jan
677,Apartments,468440,3678288,7.9,2595,7305,2.8,All,2014,Feb
678,Apartments,564020,4182668,7.4,3014,8492,2.8,All,2014,Mar
679,Apartments,721119,4294323,6,4981,14360,2.9,All,2014,Apr
680,Apartments,822815,4694127,5.7,4852,12676,2.6,All,2014,May
681,Apartments,1010128,6299050,6.2,5149,19332,3.8,All,2014,Jun
682,Apartments,1304654,9113225,7,10656,59468,5.6,All,2014,Jul
683,Apartments,1537203,11250778,7.3,14617,88687,6.1,All,2014,Aug
684,Apartments,1026900,6770148,6.6,7171,26221,3.7,All,2014,Sep
685,Apartments,753541,4963765,6.6,3321,9321,2.8,All,2014,Oct
686,Apartments,505275,3665996,7.3,2398,8051,3.4,All,2014,Nov
687,Apartments,526085,3682861,7,3095,9526,3.1,All,2014,Dec
688,Apartments,466527,3720019,8,2454,8288,3.4,All,2015,Jan
689,Apartments,503034,3668061,7.3,3791,10736,2.8,All,2015,Feb
690,Apartments,580879,4096680,7.1,4125,10485,2.5,All,2015,Mar
691,Apartments,742805,4239965,5.7,5643,15648,2.8,All,2015,Apr
692,Apartments,889185,4809268,5.4,6577,15345,2.3,All,2015,May
693,Apartments,1058050,6390710,6,7521,25520,3.4,All,2015,Jun
694,Apartments,1399622,9677129,6.9,14682,73045,5,All,2015,Jul
695,Apartments,1590097,11534032,7.3,18205,97235,5.3,All,2015,Aug
696,Apartments,1060844,7021940,6.6,9475,31623,3.3,All,2015,Sep
697,Apartments,887823,5478839,6.2,5633,14297,2.5,All,2015,Oct
698,Apartments,558682,3906525,7,3253,10047,3.1,All,2015,Nov
699,Apartments,603167,3978524,6.6,4063,11856,2.9,All,2015,Dec
700,Apartments,538905,3989333,7.4,4698,12578,2.7,All,2016,Jan
701,Apartments,587684,4115569,7,6041,14302,2.4,All,2016,Feb
702,Apartments,765943,4878254,6.4,8360,26130,3.1,All,2016,Mar
703,Apartments,793670,4385001,5.5,6846,17763,2.6,All,2016,Apr
704,Apartments,1012782,5525112,5.5,9143,22994,2.5,All,2016,May
705,Apartments,1209863,7144775,5.9,12835,36727,2.9,All,2016,Jun
706,Apartments,1589568,10477975,6.6,19844,89055,4.5,All,2016,Jul
707,Apartments,1665185,11995155,7.2,24273,115109,4.7,All,2016,Aug
708,Apartments,1233587,7700524,6.2,13552,43529,3.2,All,2016,Sep
709,Apartments,988426,6096721,6.2,10048,26170,2.6,All,2016,Oct
710,Apartments,620178,4209371,6.8,4607,13454,2.9,All,2016,Nov
711,Apartments,702202,4293834,6.1,5315,16116,3,All,2016,Dec
712,Apartments,583293,4293216,7.4,3957,11803,3,All,2017,Jan
713,Apartments,629513,4232211,6.7,5717,15125,2.7,All,2017,Feb
714,Apartments,725390,4635353,6.4,5020,15198,3,All,2017,Mar
715,Apartments,1090755,5599062,5.1,12945,33582,2.6,All,2017,Apr
716,Apartments,1095549,5857644,5.4,11102,25664,2.3,All,2017,May
717,Apartments,1375753,7719792,5.6,15078,42212,2.8,All,2017,Jun
718,Apartments,1676886,10845761,6.5,23142,100587,4.4,All,2017,Jul
719,Apartments,1756061,12373783,7.1,27335,120486,4.4,All,2017,Aug
720,Apartments,1340836,7950693,5.9,16942,55097,3.3,All,2017,Sep
721,Apartments,1028122,6142675,6,11876,29472,2.5,All,2017,Oct
722,Apartments,645356,4226692,6.6,4963,14027,2.8,All,2017,Nov
723,Apartments,714602,4271572,6,5696,17758,3.1,All,2017,Dec
724,Apartments,572883,4106671,7.2,3613,10472,2.9,All,2018,Jan
725,Apartments,632829,4089162,6.5,3902,11429,2.9,All,2018,Feb
726,Apartments,814768,4822514,5.9,6785,18387,2.7,All,2018,Mar
727,Apartments,894266,4682942,5.2,8839,20969,2.4,All,2018,Apr
728,Apartments,1057555,5544118,5.2,11281,23587,2.1,All,2018,May
729,Apartments,1326290,7141846,5.4,12439,33785,2.7,All,2018,Jun
730,Apartments,1607264,9992512,6.2,21324,92305,4.3,All,2018,Jul
731,Apartments,1734152,11599826,6.7,28084,122775,4.4,All,2018,Aug
732,Apartments,1303257,7489325,5.8,15940,52053,3.3,All,2018,Sep
733,Apartments,984904,5791946,5.9,9748,26098,2.7,All,2018,Oct
734,Apartments,655672,4060240,6.2,4977,12687,2.6,All,2018,Nov
735,Apartments,705050,4116011,5.8,5763,15694,2.7,All,2018,Dec
736,Apartments,552504,3895085,7.1,4024,9877,2.5,All,2019,Jan
737,Apartments,628221,3860664,6.2,3802,9586,2.5,All,2019,Feb
738,Apartments,777521,4454289,5.7,5336,13383,2.5,All,2019,Mar
739,Apartments,962093,4881787,5.1,10549,33828,3.2,All,2019,Apr
740,Apartments,1071350,5324379,5,9756,32896,3.4,All,2019,May
