Tipo de alojamiento	Total Nacional	Comunidades y Ciudades Autónomas	Periodo	Total
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2008M01	1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M12	2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M11	1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M10	1,94
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M09	2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M08	2,97
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M07	2,53
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M06	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M05	1,73
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M04	2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M03	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M02	1,68
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2007M01	1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M12	2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M11	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M10	1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M09	2,00
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M08	3,21
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M07	2,51
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M06	1,82
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M05	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M04	2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M03	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M02	1,67
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2006M01	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M12	1,96
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M11	1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M10	1,88
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M09	2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M08	3,25
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M07	2,52
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M06	1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M05	1,74
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M04	1,62
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M03	2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M02	1,58
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2005M01	1,69
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M12	2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M11	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M10	1,90
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M09	1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M08	2,95
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M07	2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M06	1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M05	1,64
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M04	2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M03	1,70
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M02	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2004M01	1,71
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M12	1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M11	1,62
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M10	1,74
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M09	2,17
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M08	3,16
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M07	2,40
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M06	1,74
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M05	1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M04	2,20
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M03	1,60
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M02	1,47
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2003M01	1,65
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M12	1,82
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M11	1,82
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M10	1,68
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M09	2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M08	3,31
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M07	2,69
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M06	1,90
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M05	1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M04	1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M03	2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M02	1,64
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2002M01	1,74
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M12	2,10
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M11	1,72
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M10	1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M09	2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M08	3,10
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M07	2,64
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M06	1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M05	1,61
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M04	2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M03	1,41
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M02	1,66
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	2001M01	1,47
