Tipo de alojamiento	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M04	146.223
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M03	166.786
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M02	113.314
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2002M01	96.185
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M12	121.860
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M11	140.210
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M10	176.900
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M09	213.581
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M08	355.364
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M07	239.528
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M06	171.601
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M05	147.902
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M04	158.236
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M03	129.918
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M02	106.581
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M01	101.507
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M08	1.324.693
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M07	1.041.010
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M06	621.095
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M05	509.886
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M04	520.912
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M03	332.906
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M02	272.890
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M01	195.591
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M12	349.464
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M11	374.296
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M10	598.102
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M09	770.473
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M08	1.357.260
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M07	965.649
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M06	443.180
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M05	249.610
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M04	174.635
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M03	159.697
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M02	88.896
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M01	96.135
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M12	110.512
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M11	113.769
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M10	243.277
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M09	373.628
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M08	837.783
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M07	552.098
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M06	105.791
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M05	15.557
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M03	147.182
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M02	317.158
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M01	278.203
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M12	392.872
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M11	412.580
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M10	558.569
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M09	711.609
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M08	1.269.972
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M07	963.299
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M06	591.155
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M05	506.098
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M04	494.636
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M03	364.653
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M02	281.245
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M01	252.961
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M12	346.662
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M11	402.090
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M10	559.412
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M09	692.979
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M08	1.210.429
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M07	914.963
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M06	577.608
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M05	447.645
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M04	430.021
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M03	406.165
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M02	265.015
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M01	249.481
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M12	324.672
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M11	387.923
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M10	581.362
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M09	706.877
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M08	1.310.118
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M07	992.971
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M06	599.923
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M05	436.823
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M04	533.094
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M03	336.761
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M02	259.619
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M01	233.001
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M12	303.058
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M11	351.473
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M10	561.319
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M09	684.870
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M08	1.230.387
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M07	960.151
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M06	543.736
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M05	410.466
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M04	349.550
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M03	417.791
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M02	272.258
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M01	222.392
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M12	279.375
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M11	307.200
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M10	509.317
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M09	628.930
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M08	1.169.976
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M07	849.171
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M06	520.565
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M05	419.383
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M04	410.119
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M03	334.757
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M02	234.776
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M01	204.728
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M12	263.534
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M11	322.387
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M10	481.055
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M09	606.072
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M08	1.098.939
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M07	735.697
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M06	471.734
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M05	404.494
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M04	390.314
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M03	294.933
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M02	233.365
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M01	207.573
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M12	269.797
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M11	329.959
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M10	432.806
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M09	578.187
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M08	1.066.191
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M07	723.996
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M06	435.853
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M05	396.529
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M04	317.087
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M03	347.558
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M02	231.179
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M01	215.028
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M12	252.890
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M11	322.244
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M10	467.711
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M09	548.205
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M08	990.617
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M07	700.690
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M06	466.852
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M05	385.255
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M04	418.134
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M03	314.351
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M02	249.599
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M01	212.237
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M12	284.170
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M11	326.234
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M10	517.250
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M09	623.876
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M08	1.030.532
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M07	828.596
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M06	527.578
Encuesta de Ocupación Hotelera	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M05	444.578
