,destination,month,year,travellers_Foreing,nights_Foreing,avg_stay_Foreign,travellers_Spain,nights_Spain,avg_stay_Spain,travellers_All,nights_All,avg_stay_All
1891,Vigo,Apr,2021,1316,2996,..,10391,22318,..,11707,25314,2.2
1892,Vigo,May,2021,2712,5023,..,14228,28548,..,16940,33571,2
1893,Vigo,Jun,2021,5588,13300,..,19856,40959,..,25444,54259,2.1
1894,Vigo,Jul,2021,6512,15182,..,32044,76011,..,38556,91193,2.4
1895,Vigo,Aug,2021,7836,20446,..,36669,94236,..,44505,114682,2.6
1896,Vigo,Sep,2021,8390,17009,..,24520,57705,..,32910,74714,2.3
1897,Vigo,Oct,2021,7833,15879,..,24012,52379,..,31845,68258,2.1
1898,Vigo,Nov,2021,4819,9958,..,23537,46468,..,28356,56426,2
1899,Vigo,Dec,2021,4502,9367,..,34828,65108,..,39330,74475,1.9
1900,Vigo,Jan,2022,3198,9190,..,15566,27240,..,18764,36430,1.9
1901,Vigo,Feb,2022,4511,8879,..,18233,34725,..,22744,43604,1.9
1902,Vigo,Mar,2022,6131,11404,..,20734,43168,..,26865,54572,2
1903,Vigo,Apr,2022,9420,16616,..,27370,51692,..,36790,68308,1.9
1904,Vigo,May,2022,11531,20468,..,22906,48191,..,34437,68659,2
1905,Vigo,Jun,2022,11005,19533,..,27901,61084,..,38906,80617,2.1
1906,Vigo,Jul,2022,12858,25146,..,33249,74599,..,46107,99745,2.2
1907,Vigo,Aug,2022,14310,27998,..,38713,88851,..,53023,116849,2.2
